Report for mn0010,,,,,,,
Court,Transaction Date,Time,Pages,Client Code,Description,Search,Cost
MNDC,04/04/2014,10:41:30,1,,SEARCH,LAST NAME: CONAGRA,$0.10
MNDC,04/04/2014,10:42:06,3,,DOCKET REPORT,0:13-CV-02302-DSD-JSM,$0.30
MNDC,04/04/2014,10:42:49,2,,DOCKET REPORT,0:14-CV-00543-SRN-JSM,$0.20
MNDC,04/04/2014,10:43:25,3,,SEARCH,LAST NAME: WALLACE,$0.30
MNDC,04/04/2014,10:43:50,16,,DOCKET REPORT,0:12-CV-01354-DWF-TNL,$1.60
MNDC,04/08/2014,11:03:27,1,8219-CAL WESTERN,DOCKET REPORT,0:14-CV-00994-SRN-JSM,$0.10
MNDC,04/08/2014,11:06:16,1,,DOCKET REPORT,0:14-CV-00994-SRN-JSM,$0.10
MNDC,04/08/2014,11:08:17,9,,IMAGE1-0,0:14-CV-00994-SRN-JSM DOCUMENT 1-0,$0.90
MNDC,04/08/2014,11:08:17,1,,IMAGE1-4,0:14-CV-00994-SRN-JSM DOCUMENT 1-4,$0.10
MNDC,04/08/2014,11:08:17,1,,IMAGE1-2,0:14-CV-00994-SRN-JSM DOCUMENT 1-2,$0.10
MNDC,04/08/2014,11:08:17,2,,IMAGE1-1,0:14-CV-00994-SRN-JSM DOCUMENT 1-1,$0.20
MNDC,04/08/2014,11:08:17,8,,IMAGE1-3,0:14-CV-00994-SRN-JSM DOCUMENT 1-3,$0.80
MNDC,04/08/2014,12:40:49,3,,DOCKET REPORT,0:13-CV-02302-DSD-JSM,$0.30
MNDC,04/08/2014,12:41:09,2,,DOCKET REPORT,0:14-CV-00543-SRN-JSM,$0.20
MOEDC,05/06/2014,13:38:46,1,GWT/JJF/CAG,PARTY LIST,4:12-CV-00110-CEJ,$0.10
MOEDC,05/06/2014,13:39:17,1,GWT/JJF/CAG,PARTY LIST,4:10-CV-01898-AGF,$0.10
MOWDC,04/08/2014,13:00:14,6,,DOCKET REPORT,5:13-CV-06127-SWH,$0.60
MOWDC,06/24/2014,09:48:41,1,,CASE SUMMARY,3:08-CV-05071-RED,$0.10
MSSBK,04/01/2014,17:16:25,3,OAA/ADVANTAGE,DOCKET REPORT,13-03332-EE FIL OR ENT: FILED FROM: 3/30,$0.30
MSSBK,04/01/2014,17:17:07,11,OAA/ADVANTAGE,IMAGE484-0,13-03332-EE                    DOCUMENT,$1.10
MSSBK,04/01/2014,17:17:37,12,OAA/ADVANTAGE,IMAGE500-0,13-03332-EE                    DOCUMENT,$1.20
MSSBK,04/01/2014,17:19:45,30,OAA/ADVANTAGE,IMAGE498-0,13-03332-EE                    DOCUMENT,$3.00
NCEDC,04/07/2014,11:32:52,30,,DOCKET REPORT,5:05-CV-00478-BO,$3.00
NCEDC,04/07/2014,11:35:40,2,,IMAGE407-0,5:05-CV-00478-BO DOCUMENT 407-0,$0.20
NCEDC,04/07/2014,14:09:38,30,12096-1,DOCKET REPORT,5:05-CV-00478-BO,$3.00
NCMDC,05/20/2014,09:31:21,1,STEVE CASE/CLIENT DEVELOPMENT,DOCKET REPORT,1:14-CV-00409,$0.10
NDBK,05/16/2014,09:48:46,1,,SEARCH,LNAME: JT CONSTRUCTION,$0.10
NEBK,04/01/2014,11:34:20,3,,CLAIMS REGISTER,11-42415-TLS      FILED OR ENTERED FROM:,$0.30
NEBK,04/01/2014,11:34:57,1,,CLAIM HISTORY,11-42415-TLS,$0.10
NEBK,04/01/2014,11:35:10,18,,IMAGE6307687-0,11-42415-TLS                   DOCUMENT,$1.80
NEBK,04/01/2014,11:48:32,30,,DOCKET REPORT,11-42415-TLS FIL OR ENT: FILED   DOC FRO,$3.00
NEBK,04/01/2014,11:53:53,8,,IMAGE277-0,11-42415-TLS                   DOCUMENT,$0.80
NEBK,04/01/2014,11:57:07,1,,ASSOCIATED CASES,11-42415-TLS,$0.10
NEBK,04/01/2014,15:44:34,86,SMEAL,SEARCH,LNAME: SMI,$8.60
NEBK,04/01/2014,15:44:46,21,SMEAL,DOCKET REPORT,10-83700-TLS FIL OR ENT: FILED   DOC FRO,$2.10
NEBK,04/03/2014,09:18:27,1,CONSOLIDATED/NAVARRO,SEARCH,LNAME: NAVARRO,$0.10
NEBK,04/03/2014,09:18:38,6,CONSOLIDATED/NAVARRO,DOCKET REPORT,13-82567-TLS FIL OR ENT: FILED   DOC FRO,$0.60
NEBK,04/04/2014,09:26:29,1,HEARTHSTONE,ASSOCIATED CASES,09-82518-TLS,$0.10
NEBK,04/04/2014,09:26:41,10,HEARTHSTONE,DOCKET REPORT,10-08064-TJM FIL OR ENT: FILED   DOC FRO,$1.00
NEBK,04/04/2014,09:27:33,30,HEARTHSTONE,DOCKET REPORT,09-82518-TLS FIL OR ENT: FILED   DOC FRO,$3.00
NEBK,04/04/2014,09:27:54,2,HEARTHSTONE,IMAGE48-0,09-82518-TLS                   DOCUMENT,$0.20
NEBK,04/04/2014,16:17:56,2,,DOCKET REPORT,09-82468-TLS FIL OR ENT: FILED   DOC FRO,$0.20
NEBK,04/09/2014,11:17:50,3,CONSOLIDATED/NAVARRO,CLAIMS REGISTER,13-82567-TLS      FILED OR ENTERED FROM:,$0.30
NEBK,04/11/2014,11:58:00,30,,DOCKET REPORT,09-82992-TLS FIL OR ENT: FILED FROM: 4/1,$3.00
NEBK,04/11/2014,11:59:23,3,,IMAGE121-0,09-82992-TLS                   DOCUMENT,$0.30
NEBK,04/14/2014,13:12:28,2,,IMAGE149-0,11-82823-TLS                   DOCUMENT,$0.20
NEBK,04/14/2014,13:13:22,1,,SEARCH,LNAME: CHOYESKE,$0.10
NEBK,04/14/2014,13:13:37,14,,DOCKET REPORT,11-82823-TLS FIL OR ENT: FILED   DOC FRO,$1.40
NEBK,04/14/2014,13:13:58,8,,IMAGE146-0,11-82823-TLS                   DOCUMENT,$0.80
NEBK,04/15/2014,08:08:36,12,HEARTHSTONE,CLAIMS REGISTER,12-80348-TLS      FILED OR ENTERED FROM:,$1.20
NEBK,04/15/2014,11:22:28,7,CONSOLIDATED CONCRETE,DOCKET REPORT,13-82567-TLS FIL OR ENT: FILED   DOC FRO,$0.70
NEBK,04/16/2014,13:41:49,86,SMEAL,SEARCH,LNAME: SMI,$8.60
NEBK,04/16/2014,13:42:08,1,SMEAL,CLAIMS REGISTER,10-83700-TLS      FILED OR ENTERED FROM:,$0.10
NEBK,04/16/2014,16:49:13,12,HEARTHSTONE,CLAIMS REGISTER,12-80348-TLS      FILED OR ENTERED FROM:,$1.20
NEBK,04/18/2014,14:13:06,12,HEARTHSTONE,CLAIMS REGISTER,12-80348-TLS      FILED OR ENTERED FROM:,$1.20
NEBK,04/18/2014,14:13:36,2,HEARTHSTONE,IMAGE7297314-0,12-80348-TLS                   DOCUMENT,$0.20
NEBK,04/18/2014,14:14:31,30,HEARTHSTONE,IMAGE6606570-0,12-80348-TLS                   DOCUMENT,$3.00
NEBK,04/18/2014,14:17:33,1,HEARTHSTONE,IMAGE6485421-0,12-80348-TLS                   DOCUMENT,$0.10
NEBK,04/18/2014,14:18:13,30,HEARTHSTONE,IMAGE6485421-1,12-80348-TLS                   DOCUMENT,$3.00
NEBK,04/18/2014,14:45:18,4,HEARTHSTONE,IMAGE6528188-0,12-80348-TLS                   DOCUMENT,$0.40
NEBK,04/21/2014,12:09:55,18,,DOCKET REPORT,13-81894-TLS FIL OR ENT: FILED   DOC FRO,$1.80
NEBK,04/21/2014,12:10:08,30,,IMAGE124-0,13-81894-TLS                   DOCUMENT,$3.00
NEBK,04/21/2014,12:16:20,4,,IMAGE149-0,13-81894-TLS                   DOCUMENT,$0.40
NEBK,04/21/2014,12:17:05,30,,IMAGE149-1,13-81894-TLS                   DOCUMENT,$3.00
NEBK,04/21/2014,12:24:53,2,,DEADLINE/SCHEDULE,13-81894-TLS,$0.20
NEBK,04/21/2014,12:25:17,17,,IMAGE113-0,13-81894-TLS                   DOCUMENT,$1.70
NEBK,04/21/2014,12:25:30,1,,DEADLINE/SCHEDULE,13-81894-TLS,$0.10
NEBK,04/21/2014,12:25:41,18,,DOCKET REPORT,13-81894-TLS FIL OR ENT: FILED   DOC FRO,$1.80
NEBK,04/22/2014,15:40:37,4,,CLAIMS REGISTER,13-81894-TLS      FILED OR ENTERED FROM:,$0.40
NEBK,04/22/2014,15:40:45,30,,IMAGE7500094-0,13-81894-TLS                   DOCUMENT,$3.00
NEBK,04/22/2014,20:01:04,1,,DOCKET REPORT,14-80587-TLS FIL OR ENT: FILED   DOC FRO,$0.10
NEBK,04/22/2014,20:01:28,7,,IMAGE1-0,14-80587-TLS                   DOCUMENT,$0.70
NEBK,04/22/2014,20:04:14,3,,IMAGE6-0,14-80587-TLS                   DOCUMENT,$0.30
NEBK,04/22/2014,20:06:12,1,,IMAGE4-0,14-80587-TLS                   DOCUMENT,$0.10
NEBK,04/22/2014,20:07:06,2,,IMAGE7-0,14-80587-TLS                   DOCUMENT,$0.20
NEBK,04/23/2014,10:21:16,12,HEARTHSTONE,CLAIMS REGISTER,12-80348-TLS      FILED OR ENTERED FROM:,$1.20
NEBK,04/23/2014,10:27:03,30,HEARTHSTONE,IMAGE6577213-0,12-80348-TLS                   DOCUMENT,$3.00
NEBK,04/23/2014,10:40:58,12,HEARTHSTONE,CLAIMS REGISTER,12-80348-TLS      FILED OR ENTERED FROM:,$1.20
NEBK,04/23/2014,11:20:31,30,HEARTHSTONE,IMAGE6485421-1,12-80348-TLS                   DOCUMENT,$3.00
NEBK,04/23/2014,14:19:30,12,HEARTHSTONE,CLAIMS REGISTER,12-80348-TLS      FILED OR ENTERED FROM:,$1.20
NEBK,04/23/2014,14:19:43,5,HEARTHSTONE,IMAGE6560400-0,12-80348-TLS                   DOCUMENT,$0.50
NEBK,04/23/2014,14:42:58,3,HEARTHSTONE,IMAGE6610325-0,12-80348-TLS                   DOCUMENT,$0.30
NEBK,04/24/2014,14:15:46,30,,DOCKET REPORT,11-42415-TLS FIL OR ENT: FILED   DOC FRO,$3.00
NEBK,04/24/2014,14:18:11,3,,IMAGE47-0,11-42415-TLS                   DOCUMENT,$0.30
NEBK,04/24/2014,14:18:30,2,,IMAGE47-1,11-42415-TLS                   DOCUMENT,$0.20
NEBK,04/24/2014,14:19:51,1,,IMAGE480-0,11-42415-TLS                   DOCUMENT,$0.10
NEBK,04/24/2014,14:21:27,1,,IMAGE481-0,11-42415-TLS                   DOCUMENT,$0.10
NEBK,04/24/2014,14:22:24,1,,IMAGE485-0,11-42415-TLS                   DOCUMENT,$0.10
NEBK,04/24/2014,14:22:55,5,,IMAGE506-0,11-42415-TLS                   DOCUMENT,$0.50
NEBK,04/24/2014,14:23:39,1,,IMAGE526-2,11-42415-TLS,$0.10
NEBK,04/24/2014,14:23:39,2,,IMAGE526-1,11-42415-TLS,$0.20
NEBK,04/24/2014,14:23:39,6,,IMAGE526-0,11-42415-TLS,$0.60
NEBK,04/24/2014,14:35:04,30,,DOCKET REPORT,11-42415-TLS FIL OR ENT: FILED   DOC FRO,$3.00
NEBK,04/25/2014,09:39:03,1,,DOCKET REPORT,14-80587-TLS FIL OR ENT: FILED   DOC FRO,$0.10
NEBK,04/25/2014,09:39:29,2,,IMAGE8-0,14-80587-TLS                   DOCUMENT,$0.20
NEBK,04/28/2014,10:47:28,12,HEARTHSTONE,CLAIMS REGISTER,12-80348-TLS      FILED OR ENTERED FROM:,$1.20
NEBK,04/28/2014,10:47:51,2,HEARTHSTONE,IMAGE6507473-0,12-80348-TLS                   DOCUMENT,$0.20
NEBK,04/28/2014,11:35:23,2,,DOCKET REPORT,13-08035-TLS FIL OR ENT: FILED   DOC FRO,$0.20
NEBK,04/28/2014,11:35:49,5,,IMAGE21-1,13-08035-TLS,$0.50
NEBK,04/28/2014,11:35:49,2,,IMAGE21-0,13-08035-TLS,$0.20
NEBK,04/28/2014,13:28:27,2,HEARTHSTONE,DOCKET REPORT,13-08037-TLS FIL OR ENT: FILED   DOC FRO,$0.20
NEBK,04/28/2014,13:28:36,2,HEARTHSTONE,IMAGE19-0,13-08037-TLS                   DOCUMENT,$0.20
NEBK,04/28/2014,13:30:01,2,HSH,IMAGE18-0,13-08037-TLS                   DOCUMENT,$0.20
NEBK,04/29/2014,11:02:54,30,HEARTHSTONE,DOCKET REPORT,12-80348-TLS FIL OR ENT: FILED   DOC FRO,$3.00
NEBK,04/29/2014,11:03:42,2,HEARTHSTONE,IMAGE98-0,12-80348-TLS                   DOCUMENT,$0.20
NEBK,04/30/2014,14:49:50,86,SMEAL,SEARCH,LNAME: SMI,$8.60
NEBK,04/30/2014,14:49:59,22,SMEAL,DOCKET REPORT,10-83700-TLS FIL OR ENT: FILED   DOC FRO,$2.20
NEBK,04/30/2014,14:52:46,21,28009-0 SMEAL /CASE ADMINISTRATI,DOCKET REPORT,10-83700-TLS FIL OR ENT: FILED   DOC FRO,$2.10
NEBK,05/01/2014,10:27:34,2,MLONG/NEOPOST,DOCKET REPORT,10-40970-TLS FIL OR ENT: FILED   DOC FRO,$0.20
NEBK,05/02/2014,09:42:55,2,SMEAL,DOCKET REPORT,10-83700-TLS FIL OR ENT: FILED FROM: 9/3,$0.20
NEBK,05/05/2014,12:18:20,7,,SEARCH,LNAME: ARMSTRONG,$0.70
NEBK,05/05/2014,12:18:45,1,,SEARCH,LNAME: ARMSTRONG FNAME: JEFF,$0.10
NEBK,05/05/2014,12:19:09,1,,SEARCH,LNAME: ARMSTRONG FNAME: JEFFREY,$0.10
NEBK,05/06/2014,13:10:35,1,,SEARCH,LNAME: FIRST AMERICAN,$0.10
NEBK,05/06/2014,13:11:10,28,,CLAIMS REGISTER,09-40067-TLS      FILED OR ENTERED FROM:,$2.80
NEBK,05/06/2014,13:12:32,2,,DOCKET REPORT,09-40067-TLS FIL OR ENT: FILED   DOC FRO,$0.20
NEBK,05/06/2014,13:16:46,28,,CLAIMS REGISTER,09-40067-TLS      FILED OR ENTERED FROM:,$2.80
NEBK,05/06/2014,13:19:22,1,,SEARCH,LNAME: FIRST NATIONS,$0.10
NEBK,05/06/2014,13:19:31,1,,SEARCH,LNAME: FIRST NATIONS COMPENSATION,$0.10
NEBK,05/06/2014,13:19:52,1,,SEARCH,LNAME: KASSELDER,$0.10
NEBK,05/06/2014,13:20:10,3,,DOCKET REPORT,11-04142-TLS FIL OR ENT: FILED   DOC FRO,$0.30
NEBK,05/06/2014,13:20:56,2,,IMAGE23-0,11-04142-TLS                   DOCUMENT,$0.20
NEBK,05/06/2014,13:21:17,3,,IMAGE22-0,11-04142-TLS                   DOCUMENT,$0.30
NEBK,05/06/2014,13:22:03,2,,IMAGE27-0,11-04142-TLS                   DOCUMENT,$0.20
NEBK,05/06/2014,17:38:09,3,12096-1,DOCKET REPORT,08-81085-TLS FIL OR ENT: FILED   DOC FRO,$0.30
NEBK,05/06/2014,17:39:27,30,12096-1,IMAGE5-0,08-81085-TLS                   DOCUMENT,$3.00
NEBK,05/08/2014,07:44:22,1,HEARTHSTONE,SEARCH,LNAME: HEARTHSTONE,$0.10
NEBK,05/08/2014,07:44:40,12,HEARTHSTONE,CLAIMS REGISTER,12-80348-TLS      FILED OR ENTERED FROM:,$1.20
NEBK,05/08/2014,07:45:16,11,HEARTHSTONE,IMAGE6558846-0,12-80348-TLS                   DOCUMENT,$1.10
NEBK,05/09/2014,08:12:44,1,SMEAL,SEARCH,LNAME: SKYLINE,$0.10
NEBK,05/09/2014,08:12:54,1,SMEAL,DOCKET REPORT,14-80934-TLS FIL OR ENT: FILED   DOC FRO,$0.10
NEBK,05/09/2014,08:13:17,2,SMEAL,IMAGE3-0,14-80934-TLS                   DOCUMENT,$0.20
NEBK,05/09/2014,08:38:15,1,,DOCKET REPORT,14-80934-TLS FIL OR ENT: FILED   DOC FRO,$0.10
NEBK,05/09/2014,08:38:27,1,,IMAGE3-1,14-80934-TLS,$0.10
NEBK,05/12/2014,08:54:04,2,HEARTHSTONE,DOCKET REPORT,13-08037-TLS FIL OR ENT: FILED   DOC FRO,$0.20
NEBK,05/12/2014,08:54:40,4,HEARTHSTONE,IMAGE1-0,13-08037-TLS                   DOCUMENT,$0.40
NEBK,05/12/2014,10:14:19,1,PAPE  27591/0000,DOCKET REPORT,93-08001-TJM FIL OR ENT: FILED   DOC FRO,$0.10
NEBK,05/12/2014,10:20:01,5,PAPE  27591/0000,DOCKET REPORT,91-80054-TJM FIL OR ENT: FILED   DOC FRO,$0.50
NEBK,05/12/2014,14:18:12,5,PAPE  27591/0000,DOCKET REPORT,91-80054-TJM FIL OR ENT: FILED   DOC FRO,$0.50
NEBK,05/13/2014,12:43:54,1,MARATHON VENTURES,SEARCH,LNAME: MARATHON,$0.10
NEBK,05/14/2014,07:50:16,3,HAMANN  27928/0000,DOCKET REPORT,14-80490-TLS FIL OR ENT: FILED   DOC FRO,$0.30
NEBK,05/14/2014,07:51:39,2,HAMANN  27928/0000,IMAGE12-0,14-80490-TLS                   DOCUMENT,$0.20
NEBK,05/14/2014,07:53:00,4,HAMANN  27928/0000,IMAGE19-0,14-80490-TLS                   DOCUMENT,$0.40
NEBK,05/14/2014,13:16:57,1,LOUIS DREYFUSS/ALLENS,SEARCH,LNAME: SKYLINE,$0.10
NEBK,05/14/2014,13:17:07,5,LOUIS DREYFUSS/ALLENS,DOCKET REPORT,14-80934-TLS FIL OR ENT: FILED   DOC FRO,$0.50
NEBK,05/14/2014,13:18:19,20,LOUIS DREYFUSS/ALLENS,IMAGE10-0,14-80934-TLS                   DOCUMENT,$2.00
NEBK,05/15/2014,08:37:10,1,HAWKINS/NETAL,SEARCH,LNAME: NEGUS,$0.10
NEBK,05/15/2014,08:37:39,30,HAWKINS/NETAL,DOCKET REPORT,09-82518-TLS FIL OR ENT: FILED   DOC FRO,$3.00
NEBK,05/15/2014,08:38:17,1,HAWKINS/NETAL,IMAGE416-0,09-82518-TLS                   DOCUMENT,$0.10
NEBK,05/15/2014,15:47:00,1,ECO/NEDAK,SEARCH,LNAME: SKYLINE,$0.10
NEBK,05/15/2014,15:47:12,6,ECO/NEDAK,DOCKET REPORT,14-80934-TLS FIL OR ENT: FILED   DOC FRO,$0.60
NEBK,05/15/2014,15:47:47,1,ECO/NEDAK,IMAGE53-1,14-80934-TLS,$0.10
NEBK,05/15/2014,15:47:47,7,ECO/NEDAK,IMAGE53-0,14-80934-TLS,$0.70
NEBK,05/15/2014,15:47:48,1,ECO/NEDAK,IMAGE53-3,14-80934-TLS,$0.10
NEBK,05/15/2014,15:47:48,10,ECO/NEDAK,IMAGE53-2,14-80934-TLS,$1.00
NEBK,05/16/2014,15:22:09,8,SM,DOCKET REPORT,14-80934-TLS FIL OR ENT: FILED   DOC FRO,$0.80
NEBK,05/19/2014,08:28:18,1,,DOCKET REPORT,14-80992-TLS FIL OR ENT: FILED   DOC FRO,$0.10
NEBK,05/19/2014,08:28:35,10,,IMAGE1-0,14-80992-TLS                   DOCUMENT,$1.00
NEBK,05/19/2014,08:43:38,9,SMEAL,DOCKET REPORT,14-80934-TLS FIL OR ENT: FILED   DOC FRO,$0.90
NEBK,05/19/2014,15:51:36,1,SMEAL,SEARCH,LNAME: SKYLINE,$0.10
NEBK,05/19/2014,15:51:48,10,SMEAL,DOCKET REPORT,14-80934-TLS FIL OR ENT: FILED   DOC FRO,$1.00
NEBK,05/20/2014,14:15:35,2,,DEADLINE/SCHEDULE,13-81894-TLS,$0.20
NEBK,05/20/2014,14:15:44,24,,IMAGE154-0,13-81894-TLS                   DOCUMENT,$2.40
NEBK,05/20/2014,14:16:37,17,,IMAGE113-0,13-81894-TLS                   DOCUMENT,$1.70
NEBK,05/20/2014,14:17:01,2,,DEADLINE/SCHEDULE,13-81894-TLS,$0.20
NEBK,05/20/2014,14:18:41,4,,HISTORY/DOCUMENTS,13-81894-TLS TYPE: HISTORY,$0.40
NEBK,05/20/2014,14:19:36,1,,HISTORY/DOCUMENTS,13-81894-TLS TYPE: HISTORY,$0.10
NEBK,05/20/2014,14:19:50,30,,IMAGE124-0,13-81894-TLS                   DOCUMENT,$3.00
NEBK,05/20/2014,14:20:17,1,,HISTORY/DOCUMENTS,13-81894-TLS TYPE: HISTORY,$0.10
NEBK,05/20/2014,14:21:00,2,,DEADLINE/SCHEDULE,13-81894-TLS,$0.20
NEBK,05/22/2014,09:02:51,1,,FILER LIST,13-41750-TLS,$0.10
NEBK,05/29/2014,08:22:11,2,ANDERSON,DOCKET REPORT,14-80545-TLS FIL OR ENT: FILED   DOC FRO,$0.20
NEBK,05/29/2014,09:52:33,86,SMEAL,SEARCH,LNAME: SMI,$8.60
NEBK,05/29/2014,09:52:45,23,SMEAL,DOCKET REPORT,10-83700-TLS FIL OR ENT: FILED   DOC FRO,$2.30
NEBK,05/29/2014,13:20:06,1,,SEARCH,LNAME: NEGUS,$0.10
NEBK,05/29/2014,13:20:34,2,,DOCKET REPORT,12-08066-TJM FIL OR ENT: FILED   DOC FRO,$0.20
NEBK,05/29/2014,13:21:20,9,,IMAGE1-0,12-08066-TJM                   DOCUMENT,$0.90
NEBK,05/29/2014,13:22:47,2,,DOCKET REPORT,12-08066-TJM FIL OR ENT: FILED   DOC FRO,$0.20
NEBK,05/29/2014,13:22:59,1,,IMAGE13-0,12-08066-TJM                   DOCUMENT,$0.10
NEBK,05/29/2014,13:23:25,2,,DOCKET REPORT,12-08066-TJM FIL OR ENT: FILED   DOC FRO,$0.20
NEBK,05/29/2014,13:23:55,5,,IMAGE7-0,12-08066-TJM                   DOCUMENT,$0.50
NEBK,05/29/2014,13:25:04,1,,SEARCH,LNAME: NEGUS,$0.10
NEBK,05/29/2014,13:25:43,6,,DOCKET REPORT,11-08091-TJM FIL OR ENT: FILED   DOC FRO,$0.60
NEBK,05/29/2014,13:35:13,1,,SEARCH,LNAME: NEGUS,$0.10
NEBK,05/29/2014,13:35:34,30,,DOCKET REPORT,09-82518-TLS FIL OR ENT: FILED   DOC FRO,$3.00
NEBK,05/29/2014,13:36:11,3,,IMAGE431-0,09-82518-TLS                   DOCUMENT,$0.30
NEBK,05/29/2014,13:37:26,30,,DOCKET REPORT,09-82518-TLS FIL OR ENT: FILED   DOC FRO,$3.00
NEBK,05/29/2014,13:40:39,1,,SEARCH,LNAME: NETAL,$0.10
NEBK,05/29/2014,13:41:08,30,,DOCKET REPORT,09-82992-TLS FIL OR ENT: FILED   DOC FRO,$3.00
NEBK,05/29/2014,13:41:40,4,,IMAGE417-0,09-82992-TLS                   DOCUMENT,$0.40
NEBK,05/29/2014,13:42:45,30,,DOCKET REPORT,09-82992-TLS FIL OR ENT: FILED   DOC FRO,$3.00
NEBK,05/29/2014,13:50:21,1,,SEARCH,LNAME: NEGUS,$0.10
NEBK,05/30/2014,09:27:46,1,HEBNER,SEARCH,LNAME: HEBNER,$0.10
NEBK,05/30/2014,09:28:04,4,HEBNER,CLAIMS REGISTER,08-82938-TLS      FILED OR ENTERED FROM:,$0.40
NEBK,05/30/2014,09:42:01,1,SPORTSSTUFF,SEARCH,LNAME: SPORTSSTUFF,$0.10
NEBK,05/30/2014,10:00:09,1,SMEAL,SEARCH,LNAME: SPORTSSTUFF,$0.10
NEBK,05/30/2014,10:00:27,30,SMEAL,DOCKET REPORT,07-82643-TLS FIL OR ENT: FILED   DOC FRO,$3.00
NEBK,06/02/2014,09:14:00,2,ANDERSON,DOCKET REPORT,14-80545-TLS FIL OR ENT: FILED   DOC FRO,$0.20
NEBK,06/03/2014,13:35:47,1,,SEARCH,LNAME: CHOYESKE,$0.10
NEBK,06/03/2014,13:35:57,14,,DOCKET REPORT,11-82823-TLS FIL OR ENT: FILED   DOC FRO,$1.40
NEBK,06/03/2014,13:36:38,5,,IMAGE155-0,11-82823-TLS                   DOCUMENT,$0.50
NEBK,06/04/2014,10:58:14,30,27079-0 POWERS,DOCKET REPORT,10-82436-TLS FIL OR ENT: FILED   DOC FRO,$3.00
NEBK,06/04/2014,10:59:11,8,27079-0 POWERS,IMAGE663-0,10-82436-TLS                   DOCUMENT,$0.80
NEBK,06/04/2014,10:59:50,3,27079-0 POWERS,IMAGE663-1,10-82436-TLS                   DOCUMENT,$0.30
NEBK,06/04/2014,11:00:10,1,27079-0 POWERS,IMAGE663-2,10-82436-TLS                   DOCUMENT,$0.10
NEBK,06/04/2014,11:00:22,1,27079-0 POWERS,IMAGE663-3,10-82436-TLS                   DOCUMENT,$0.10
NEBK,06/04/2014,11:00:37,30,27079-0 POWERS,IMAGE663-4,10-82436-TLS                   DOCUMENT,$3.00
NEBK,06/04/2014,11:00:52,30,27079-0 POWERS,IMAGE663-5,10-82436-TLS                   DOCUMENT,$3.00
NEBK,06/04/2014,11:01:07,30,27079-0 POWERS,IMAGE663-6,10-82436-TLS                   DOCUMENT,$3.00
NEBK,06/04/2014,11:01:10,1,BANK OF BENNINGTON/PLASTRGLAS,SEARCH,LNAME: WILSON FNAME: DAVID,$0.10
NEBK,06/04/2014,11:01:21,30,27079-0 POWERS,IMAGE663-7,10-82436-TLS                   DOCUMENT,$3.00
NEBK,06/04/2014,11:01:36,30,27079-0 POWERS,IMAGE663-8,10-82436-TLS                   DOCUMENT,$3.00
NEBK,06/04/2014,11:01:53,30,27079-0 POWERS,IMAGE663-9,10-82436-TLS                   DOCUMENT,$3.00
NEBK,06/04/2014,11:02:17,11,27079-0 POWERS,IMAGE717-0,10-82436-TLS                   DOCUMENT,$1.10
NEBK,06/04/2014,11:02:27,6,BANK OF BENNINGTON/PLASTRGLAS,DOCKET REPORT,13-82310-TLS FIL OR ENT: FILED   DOC FRO,$0.60
NEBK,06/04/2014,11:02:37,2,27079-0 POWERS,IMAGE724-0,10-82436-TLS                   DOCUMENT,$0.20
NEBK,06/04/2014,11:02:42,9,BANK OF BENNINGTON/PLASTRGLAS,IMAGE1-0,13-82310-TLS                   DOCUMENT,$0.90
NEBK,06/09/2014,14:47:16,30,,DOCKET REPORT,12-80348-TLS FIL OR ENT: FILED   DOC FRO,$3.00
NEBK,06/09/2014,16:18:36,2,16776,DOCKET REPORT,12-81835-TJM FIL OR ENT: FILED   DOC FRO,$0.20
NEBK,06/09/2014,16:18:57,30,16776,IMAGE1-0,12-81835-TJM                   DOCUMENT,$3.00
NEBK,06/11/2014,10:05:56,3,16776,DOCKET REPORT,98-80502-TJM FIL OR ENT: FILED   DOC FRO,$0.30
NEBK,06/11/2014,10:07:16,1,16776,CLAIMS REGISTER,98-80502-TJM      FILED OR ENTERED FROM:,$0.10
NEBK,06/11/2014,10:08:42,2,16776,DOCKET REPORT,12-81835-TJM FIL OR ENT: FILED   DOC FRO,$0.20
NEBK,06/11/2014,10:09:15,1,16776,CLAIMS REGISTER,12-81835-TJM      FILED OR ENTERED FROM:,$0.10
NEBK,06/11/2014,14:07:37,1,CONSOLIDATED CONCRETE,DOCKET REPORT,13-82567-TLS FIL OR ENT: FILED   DOC FRO,$0.10
NEBK,06/12/2014,08:23:07,4,HEARTHSTONE,DOCKET REPORT,12-80348-TLS FIL OR ENT: FILED FROM: 2/1,$0.40
NEBK,06/12/2014,09:20:58,1,,CASE SUMMARY,13-40219-MM,$0.10
NEBK,06/12/2014,09:21:22,13,,HISTORY/DOCUMENTS,13-40219-MM TYPE: HISTORY,$1.30
NEBK,06/12/2014,09:25:51,1,,FILER LIST,13-40219-MM,$0.10
NEBK,06/12/2014,09:26:03,2,,FILER LIST,13-40219-MM,$0.20
NEBK,06/12/2014,09:26:33,2,,IMAGE9-0,13-40219-MM                    DOCUMENT,$0.20
NEBK,06/12/2014,09:27:19,5,,FILER LIST,13-40219-MM,$0.50
NEBK,06/12/2014,09:27:25,3,,IMAGE1-0,13-40219-MM                    DOCUMENT,$0.30
NEBK,06/12/2014,09:29:26,1,,FILER LIST,13-40219-MM,$0.10
