Unique Signature,Number of downloads,Price,Total,Savings
MDDC8:13-CV-01912-RWTDOCKET REPORT,1,$0.90,$0.90,$0
MDDC8:14-CV-02006-PWG DOCUMENT 3-0IMAGE3-0,1,$2.70,$2.70,$0
MDDC8:14-CV-02006-PWG DOCUMENT 3-1IMAGE3-1,1,$2.70,$2.70,$0
MDDC8:14-CV-02006-PWG DOCUMENT 2-0IMAGE2-0,2,$0.20,$0.40,$0.20
MDDC8:14-CV-02695-GJHDOCKET REPORT,1,$0.10,$0.10,$0
MDDC8:14-CV-01425-TDCDOCKET REPORT,1,$0.20,$0.20,$0
MDDC8:14-CV-01425-TDC DOCUMENT 12-0IMAGE12-0,1,$0.90,$0.90,$0
MDDC8:14-CV-01425-TDC DOCUMENT 16-0IMAGE16-0,1,$1.40,$1.40,$0
MDDC1:13-CV-01773-PJMDOCKET REPORT,1,$0.30,$0.30,$0
MDDC1:07-CV-03046-WDQDOCKET REPORT,1,$0.20,$0.20,$0
MDDC8:12-CV-00718-JFMDOCKET REPORT,1,$0.30,$0.30,$0
MDDC8:12-CV-00718-JFM DOCUMENT 19-0IMAGE19-0,1,$0.60,$0.60,$0
MDDC1:14-CV-02226-WDQDOCKET REPORT,1,$0.20,$0.20,$0
MDDC1:07-CV-01147-CCBDOCKET REPORT,1,$0.50,$0.50,$0
MDDC1:07-CV-01147-CCB DOCUMENT 55-0IMAGE55-0,1,$0.10,$0.10,$0
MDDC1:07-CV-01147-CCB DOCUMENT 52-0IMAGE52-0,1,$1.60,$1.60,$0
MDDC8:12-CV-02772-PJMDOCKET REPORT,4,$0.20,$0.80,$0.60
MDDC8:12-CV-02772-PJM DOCUMENT 9-0IMAGE9-0,2,$0.20,$0.40,$0.20
MDDC8:12-CV-02772-PJM DOCUMENT 5-0IMAGE5-0,1,$0.10,$0.10,$0
MDDC8:12-CV-02772-PJM DOCUMENT 7-0IMAGE7-0,1,$0.10,$0.10,$0
MDDC8:12-CV-02772-PJM DOCUMENT 11-0IMAGE11-0,1,$0.10,$0.10,$0
MDDC8:12-CV-02772-PJM DOCUMENT 11-1IMAGE11-1,1,$0.10,$0.10,$0
MDDC8:12-CV-02772-PJM DOCUMENT 11-2IMAGE11-2,1,$0.10,$0.10,$0
MDDC8:14-CV-02987DOCKET REPORT,1,$0.10,$0.10,$0
MDDC8:14-CV-02988-PWGDOCKET REPORT,1,$0.10,$0.10,$0
MDDC8:14-CV-02988-PWG DOCUMENT 1-0IMAGE1-0,1,$0.80,$0.80,$0
MDDC8:14-CV-02988-PWG DOCUMENT 1-1IMAGE1-1,1,$0.20,$0.20,$0
MDDC8:14-CV-02988-PWG DOCUMENT 1-2IMAGE1-2,1,$0.20,$0.20,$0
MDDC1:13-CV-02446-MJG DOCUMENT 35-0IMAGE35-0,1,$2.10,$2.10,$0
MDDC1:13-CV-02446-MJG DOCUMENT 35-1IMAGE35-1,1,$2.60,$2.60,$0
MDDC8:14-CV-02006-PWG DOCUMENT 1-0IMAGE1-0,2,$1.60,$3.20,$1.60
MDDC8:14-CV-02006-PWG DOCUMENT 1-1IMAGE1-1,2,$0.20,$0.40,$0.20
MDDC8:14-CV-02006-PWG DOCUMENT 1-2IMAGE1-2,2,$0.20,$0.40,$0.20
MDDC8:12-CV-02772-PJM DOCUMENT 1-0IMAGE1-0,1,$0.40,$0.40,$0
MDDC8:12-CV-02772-PJM DOCUMENT 9-1IMAGE9-1,1,$0.10,$0.10,$0
MDDC8:12-CV-02772-PJM DOCUMENT 12-0IMAGE12-0,1,$0.10,$0.10,$0
MDDC8:12-CV-02772-PJM DOCUMENT 1-2IMAGE1-2,1,$0.70,$0.70,$0
MDDC8:14-CV-02006-PWG DOCUMENT 4-0IMAGE4-0,1,$0.10,$0.10,$0
MDDC8:14-CV-02006-PWG DOCUMENT 5-0IMAGE5-0,1,$0.10,$0.10,$0
MDDC8:14-CV-02006-PWG DOCUMENT 6-0IMAGE6-0,1,$0.10,$0.10,$0
MDDC8:14-CV-02006-PWG DOCUMENT 7-0IMAGE7-0,1,$0.20,$0.20,$0
MDDC8:14-CV-02006-PWG DOCUMENT 8-0IMAGE8-0,1,$3,$3,$0
NCEDC5:13-CV-00409-DDOCKET REPORT,3,$0.90,$2.70,$1.80
NCEDC5:13-CV-00409-D DOCUMENT 1-0IMAGE1-0,1,$3,$3,$0
NCEDC5:13-CV-00409-D DOCUMENT 1-1IMAGE1-1,1,$0.10,$0.10,$0
NCEDC5:13-CV-00409-D DOCUMENT 1-2IMAGE1-2,1,$0.10,$0.10,$0
NCEDC5:13-CV-00409-D DOCUMENT 1-3IMAGE1-3,1,$0.10,$0.10,$0
NCEDC5:13-CV-00409-D DOCUMENT 1-4IMAGE1-4,1,$0.20,$0.20,$0
NCEDC5:13-CV-00409-D DOCUMENT 1-5IMAGE1-5,1,$0.20,$0.20,$0
NCEDC5:13-CV-00409-D DOCUMENT 1-6IMAGE1-6,1,$0.10,$0.10,$0
NCEDC5:13-CV-00409-D DOCUMENT 1-7IMAGE1-7,1,$0.20,$0.20,$0
NCEDC5:13-CV-00409-D DOCUMENT 1-9IMAGE1-9,1,$0.40,$0.40,$0
NCEDC5:13-CV-00409-D DOCUMENT 1-8IMAGE1-8,1,$0.40,$0.40,$0
NCEDC5:13-CV-00409-D DOCUMENT 1-10IMAGE1-10,1,$0.10,$0.10,$0
NCEDC5:13-CV-00409-D DOCUMENT 1-11IMAGE1-11,1,$0.30,$0.30,$0
NCEDC5:13-CV-00409-D DOCUMENT 1-12IMAGE1-12,1,$0.30,$0.30,$0
NCEDC5:13-CV-00409-D DOCUMENT 1-13IMAGE1-13,1,$0.20,$0.20,$0
NCEDC5:13-CV-00409-D DOCUMENT 1-14IMAGE1-14,1,$0.10,$0.10,$0
NCEDC5:13-CV-00409-D DOCUMENT 1-16IMAGE1-16,1,$0.20,$0.20,$0
NCEDC5:13-CV-00409-D DOCUMENT 1-15IMAGE1-15,1,$0.10,$0.10,$0
NCEDC5:13-CV-00409-D DOCUMENT 1-17IMAGE1-17,1,$0.50,$0.50,$0
NCEDC5:11-CV-00359-DDOCKET REPORT,1,$0.30,$0.30,$0
NCEDC5:11-CV-00359-D DOCUMENT 1-0IMAGE1-0,1,$0.90,$0.90,$0
NCEDC5:11-CV-00359-D DOCUMENT 1-1IMAGE1-1,1,$0.20,$0.20,$0
NCEDC5:11-CV-00359-D DOCUMENT 1-2IMAGE1-2,1,$0.20,$0.20,$0
NCEDC5:11-CV-00359-D DOCUMENT 1-3IMAGE1-3,1,$0.20,$0.20,$0
NCEDC5:13-CV-00409-D DOCUMENT 76-0IMAGE76-0,1,$0.40,$0.40,$0
NCEDC5:13-CV-00409-D DOCUMENT 76-1IMAGE76-1,1,$0.10,$0.10,$0
NCEDC5:13-CV-00409-D DOCUMENT 78-0IMAGE78-0,1,$0.40,$0.40,$0
NCWDC3:94-CR-00041-FDWDOCKET REPORT,1,$0.50,$0.50,$0
NJBK14-01759-MBK FIL OR ENT: FILED   DOC FROM: 0 DOC TO: 99999999 TERM: INCLUDED    FORMAT: HTML PAGE COUNTS FOR DOCUMENTS: INCLUDEDDOCKET REPORT,1,$0.20,$0.20,$0
NJDC3:14-CV-05323-JAP-TJB START DATE: 1/1/1970  END DATE: 9/2/2014DOCKET REPORT,1,$0.20,$0.20,$0
NJDC3:14-CV-05323-JAP-TJB DOCUMENT 2-0IMAGE2-0,1,$0.20,$0.20,$0
NJDC3:14-CV-05323-JAP-TJB START DATE: 1/1/1970  END DATE: 9/5/2014DOCKET REPORT,1,$0.20,$0.20,$0
NJDC3:14-CV-05323-JAP-TJB START DATE: 1/1/1970  END DATE: 9/8/2014DOCKET REPORT,1,$0.20,$0.20,$0
NJDC3:14-CV-05323-JAP-TJB START DATE: 1/1/1970  END DATE: 9/16/2014DOCKET REPORT,1,$0.20,$0.20,$0
NJDCLAST NAME: EUKORSEARCH,3,$0.10,$0.30,$0.20
NJDCLAST NAME: ATISEARCH,1,$0.10,$0.10,$0
NJDC2:13-CV-00167-FSH-JBC START DATE: 1/1/1970  END DATE: 9/30/2014DOCKET REPORT,1,$0.60,$0.60,$0
NJDC2:13-CV-00167-FSH-JBC DOCUMENT 30-0IMAGE30-0,1,$1.10,$1.10,$0
NJDC2:13-CV-00167-FSH-JBC DOCUMENT 67-0IMAGE67-0,1,$0.10,$0.10,$0
NJDC2:13-CV-00167-FSH-JBC DOCUMENT 66-0IMAGE66-0,1,$0.10,$0.10,$0
NJDC2:13-CV-00167-FSH-JBC DOCUMENT 47-0IMAGE47-0,1,$0.50,$0.50,$0
NVDC2:14-CV-00291-APG-NJKHISTORY/DOCUMENTS,1,$0.10,$0.10,$0
NVDC2:14-CV-00291-APG-NJK DOCUMENT 16-0IMAGE16-0,2,$0.20,$0.40,$0.20
NVDC2:14-CV-00291-APG-NJK DOCUMENT 15-0IMAGE15-0,1,$1.10,$1.10,$0
NVDC2:14-CV-00291-APG-NJK DOCUMENT 15-1IMAGE15-1,1,$0.20,$0.20,$0
NVDC2:14-CV-00291-APG-NJK DOCUMENT 13-0IMAGE13-0,1,$0.20,$0.20,$0
NVDC2:14-CV-00291-APG-NJK DOCUMENT 12-0IMAGE12-0,1,$0.80,$0.80,$0
NVDC2:14-CV-00291-APG-NJK DOCUMENT 11-1IMAGE11-1,1,$0.20,$0.20,$0
NVDC2:14-CV-00291-APG-NJK DOCUMENT 11-0IMAGE11-0,1,$0.40,$0.40,$0
NVDC2:14-CV-00291-APG-NJK DOCUMENT 10-0IMAGE10-0,1,$0.10,$0.10,$0
NVDC2:14-CV-00291-APG-NJK DOCUMENT 9-0IMAGE9-0,1,$0.20,$0.20,$0
NVDC2:14-CV-00291-APG-NJK DOCUMENT 8-0IMAGE8-0,1,$0.30,$0.30,$0
NVDC2:14-CV-00291-APG-NJK DOCUMENT 7-0IMAGE7-0,1,$0.70,$0.70,$0
NVDC2:14-CV-00291-APG-NJK DOCUMENT 6-0IMAGE6-0,1,$0.20,$0.20,$0
NVDC2:14-CV-00291-APG-NJK DOCUMENT 5-0IMAGE5-0,1,$0.70,$0.70,$0
NVDC2:14-CV-00291-APG-NJK DOCUMENT 1-0IMAGE1-0,1,$1.10,$1.10,$0
NVDC2:14-CV-00291-APG-NJK DOCUMENT 1-1IMAGE1-1,1,$0.10,$0.10,$0
NVDC2:14-CV-00291-APG-NJK DOCUMENT 1-2IMAGE1-2,1,$0.20,$0.20,$0
NVDC2:14-CV-00291-APG-NJKDOCKET REPORT,5,$0.30,$1.50,$1.20
NVDC2:14-CV-00291-APG-NJK DOCUMENT 4-0IMAGE4-0,1,$0.20,$0.20,$0
NYEBK1-00-16401-CECPARTY LIST,1,$0.20,$0.20,$0
NYEBK1-00-16401-CEC FIL OR ENT: FILED   DOC FROM: 0 DOC TO: 99999999 TERM: INCLUDED  HEADERS: INCLUDED  FORMAT: HTML PAGE COUNTS FOR DOCUMENTS: INCLUDEDDOCKET REPORT,1,$0.30,$0.30,$0
NYEBK1-00-16401-CECLIST OF CREDITORS,1,$0.20,$0.20,$0
NYEDC1:14-CV-03716-ARR-LBDOCKET REPORT,1,$0.20,$0.20,$0
NYEDC1:14-CV-03716-ARR-LB DOCUMENT 4-0IMAGE4-0,1,$0.20,$0.20,$0
NYEDC1:14-CV-03716-ARR-LB DOCUMENT 2-0IMAGE2-0,1,$0.20,$0.20,$0
NYSBK11-15059-MG FIL OR ENT: FILED FROM: 6/27DOCKET REPORT,2,$0.20,$0.40,$0.20
NYSBK11-15059-MGASSOCIATED CASES,1,$0.20,$0.20,$0
NYSBK13-01333-MG FIL OR ENT: FILED FROM: 6/27DOCKET REPORT,1,$0.20,$0.20,$0
NYSBK13-01333-MG FIL OR ENT: FILED FROM: 5/9/DOCKET REPORT,1,$0.40,$0.40,$0
NYSBK11-02790-MG FIL OR ENT: FILED FROM: 6/27DOCKET REPORT,1,$0.40,$0.40,$0
NYSBK11-15059-MG FIL OR ENT: FILED FROM: 2/9/DOCKET REPORT,1,$2,$2,$0
NYSBK11-15059-MG                    DOCUMENTIMAGE1941-0,1,$1,$1,$0
NYSBK11-02790-MG TYPE: HISTORYHISTORY/DOCUMENTS,1,$3,$3,$0
NYSBK12-10685-MG FIL OR ENT: FILED FROM: 9/12/2014 TO: 9/26/2014 DOC FROM: 0 DOC TO: 99999999   HEADERS: INCLUDED  FORMAT: HTML PAGE COUNTS FOR DOCUMENTS: INCLUDEDDOCKET REPORT,1,$0.20,$0.20,$0
NYSBK12-10685-MG FIL OR ENT: FILED FROM: 2/1/2012 TO: 9/26/2014 DOC FROM: 0 DOC TO: 99999999   HEADERS: INCLUDED  FORMAT: HTML PAGE COUNTS FOR DOCUMENTS: INCLUDEDDOCKET REPORT,2,$3,$6,$3
NYSBK12-10685-MGIMAGE2149-0,1,$1,$1,$0
NYSBK12-10685-MGIMAGE2149-1,1,$0.10,$0.10,$0
NYSBK12-10685-MGIMAGE2149-6,1,$0.30,$0.30,$0
NYSBK12-10685-MGIMAGE2149-5,1,$0.20,$0.20,$0
NYSBK12-10685-MGIMAGE2149-4,1,$0.20,$0.20,$0
NYSBK12-10685-MGIMAGE2149-3,1,$1.10,$1.10,$0
NYSBK12-10685-MGIMAGE2149-2,1,$0.30,$0.30,$0
NYSBK12-10685-MGIMAGE1967-1,1,$1,$1,$0
NYSBK12-10685-MGIMAGE1967-0,1,$3,$3,$0
NYSBK12-10685-MG      FILED OR ENTERED FROM: 2/2/2012 FILED OR ENTERED TO: 9/26/2014CLAIMS REGISTER,1,$0.10,$0.10,$0
NYSBK12-10685-MG CREDITOR TYPE: CR CREDITOR NO: 1676    FILED OR ENTERED FROM: 2/2/2012 FILED OR ENTERED TO: 9/26/2014CLAIMS REGISTER,1,$0.10,$0.10,$0
NYSBK12-10685-MG    CLAIM NUMBER FROM: 1676  FILED OR ENTERED FROM: 2/2/2012 FILED OR ENTERED TO: 9/26/2014CLAIMS REGISTER,1,$0.10,$0.10,$0
NYSBK12-10685-MG CREDITOR TYPE: CR   CLAIM NUMBER FROM: 1676  FILED OR ENTERED FROM: 2/2/2012 FILED OR ENTERED TO: 9/26/2014CLAIMS REGISTER,1,$0.10,$0.10,$0
NYSBK12-10685-MG CREDITOR TYPE: CR     FILED OR ENTERED FROM: 2/2/2012 FILED OR ENTERED TO: 9/26/2014CLAIMS SUMMARY,1,$0.10,$0.10,$0
NYSBK12-10685-MG      FILED OR ENTERED FROM: 9/2/2014 FILED OR ENTERED TO: 9/26/2014CLAIMS REGISTER,1,$0.10,$0.10,$0
NYSBK12-10685-MG GROUP: ALLLIST OF CREDITORS,1,$1.70,$1.70,$0
NYSBK12-10685-MGNOTICE OF FILING,1,$0.10,$0.10,$0
NYSBK12-10685-MG      PENDING: PRELATED TRANSACTIONS,1,$2.30,$2.30,$0
NYSBK12-10685-MGFILER LIST,4,$1.40,$5.60,$4.20
NYSBK12-10685-MG                    DOCUMENT 1167-0IMAGE1167-0,1,$1.90,$1.90,$0
NYSBK12-10685-MG                    DOCUMENT 1167-1IMAGE1167-1,1,$0.20,$0.20,$0
NYSBK12-10685-MGIMAGE1675-1,1,$1.90,$1.90,$0
NYSBK12-10685-MGIMAGE1675-0,1,$1.10,$1.10,$0
NYSBK12-10685-MG                    DOCUMENT 114-0IMAGE114-0,1,$0.40,$0.40,$0
NYSBK12-10685-MG                    DOCUMENT 1167-26IMAGE1167-26,1,$0.30,$0.30,$0
NYSBK12-10685-MG                    DOCUMENT 1167-27IMAGE1167-27,1,$0.30,$0.30,$0
NYSBK12-10685-MG                    DOCUMENT 1167-28IMAGE1167-28,1,$0.20,$0.20,$0
NYSDC1:14-CV-02197-VMDOCKET REPORT,1,$0.30,$0.30,$0
NYSDC1:14-CV-02197-VM DOCUMENT 18-0IMAGE18-0,1,$1.60,$1.60,$0
NYSDC1:14-CV-02197-VM DOCUMENT 2-0IMAGE2-0,1,$3,$3,$0
NYSDC1:14-CV-02197-VM DOCUMENT 12-0IMAGE12-0,1,$0.20,$0.20,$0
NYSDC1:14-CV-02197-VM DOCUMENT 13-0IMAGE13-0,1,$2.90,$2.90,$0
NYSDC1:14-CV-02197-VM DOCUMENT 14-0IMAGE14-0,1,$0.30,$0.30,$0
NYSDC7:14-CV-06112-NSRDOCKET REPORT,1,$0.20,$0.20,$0
NYSDC1:14-CV-03287-ERDOCKET REPORT,1,$0.10,$0.10,$0
NYSDC1:06-CV-05024-WHPDOCKET REPORT,1,$0.50,$0.50,$0
NYSDC1:06-CV-05024-WHP DOCUMENT 4-0IMAGE4-0,1,$0.20,$0.20,$0
NYSDC1:09-CV-09784-RWSDOCKET REPORT,1,$2.20,$2.20,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 1-0IMAGE1-0,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 37-0IMAGE37-0,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 72-0IMAGE72-0,1,$1.50,$1.50,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 71-0IMAGE71-0,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 156-0IMAGE156-0,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 29-0IMAGE29-0,1,$0.20,$0.20,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 32-1IMAGE32-1,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 32-2IMAGE32-2,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 32-3IMAGE32-3,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 32-4IMAGE32-4,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 32-5IMAGE32-5,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 32-6IMAGE32-6,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 32-9IMAGE32-9,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 32-10IMAGE32-10,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 32-11IMAGE32-11,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 32-12IMAGE32-12,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 32-15IMAGE32-15,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 32-7IMAGE32-7,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 32-8IMAGE32-8,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 32-16IMAGE32-16,1,$2.50,$2.50,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 32-20IMAGE32-20,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 32-21IMAGE32-21,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 32-22IMAGE32-22,1,$2.50,$2.50,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 32-23IMAGE32-23,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 33-0IMAGE33-0,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 42-0IMAGE42-0,1,$0.20,$0.20,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 43-0IMAGE43-0,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 44-1IMAGE44-1,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 44-2IMAGE44-2,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 44-3IMAGE44-3,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 44-4IMAGE44-4,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 44-5IMAGE44-5,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 44-6IMAGE44-6,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 44-7IMAGE44-7,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 44-9IMAGE44-9,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 44-10IMAGE44-10,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 44-11IMAGE44-11,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 44-12IMAGE44-12,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 44-15IMAGE44-15,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 44-16IMAGE44-16,1,$2.50,$2.50,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 44-17IMAGE44-17,1,$2.50,$2.50,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 44-18IMAGE44-18,1,$2.60,$2.60,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 44-19IMAGE44-19,1,$2.60,$2.60,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 44-24IMAGE44-24,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 44-27IMAGE44-27,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 44-28IMAGE44-28,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 44-29IMAGE44-29,1,$2.80,$2.80,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 44-31IMAGE44-31,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 44-32IMAGE44-32,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 48-1IMAGE48-1,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 50-0IMAGE50-0,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 57-1IMAGE57-1,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 57-2IMAGE57-2,1,$1.70,$1.70,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 57-3IMAGE57-3,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 57-4IMAGE57-4,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 57-5IMAGE57-5,1,$0.70,$0.70,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 57-6IMAGE57-6,1,$0.20,$0.20,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 57-7IMAGE57-7,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 57-8IMAGE57-8,1,$0.30,$0.30,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 57-9IMAGE57-9,1,$0.30,$0.30,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 57-10IMAGE57-10,1,$0.60,$0.60,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 80-1IMAGE80-1,1,$0.70,$0.70,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 80-2IMAGE80-2,1,$1.40,$1.40,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 80-3IMAGE80-3,1,$2,$2,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 82-1IMAGE82-1,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 82-2IMAGE82-2,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 82-3IMAGE82-3,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 88-2IMAGE88-2,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 88-3IMAGE88-3,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 88-4IMAGE88-4,1,$0.50,$0.50,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 88-5IMAGE88-5,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 88-6IMAGE88-6,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 88-7IMAGE88-7,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 88-8IMAGE88-8,1,$0.50,$0.50,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 88-9IMAGE88-9,1,$0.50,$0.50,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 88-10IMAGE88-10,1,$0.20,$0.20,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 88-11IMAGE88-11,1,$0.20,$0.20,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 88-12IMAGE88-12,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 88-13IMAGE88-13,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 88-14IMAGE88-14,1,$2.50,$2.50,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 88-15IMAGE88-15,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 88-16IMAGE88-16,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 103-1IMAGE103-1,1,$0.40,$0.40,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 103-2IMAGE103-2,1,$0.20,$0.20,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 103-3IMAGE103-3,1,$0.30,$0.30,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 103-4IMAGE103-4,1,$0.30,$0.30,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 103-5IMAGE103-5,1,$0.30,$0.30,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 104-2IMAGE104-2,1,$1.80,$1.80,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 104-3IMAGE104-3,1,$0.80,$0.80,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 104-4IMAGE104-4,1,$2.70,$2.70,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 109-1IMAGE109-1,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 109-2IMAGE109-2,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 109-3IMAGE109-3,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 109-5IMAGE109-5,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 109-9IMAGE109-9,1,$0.50,$0.50,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 109-10IMAGE109-10,1,$1.40,$1.40,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 109-11IMAGE109-11,1,$0.30,$0.30,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 109-12IMAGE109-12,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 109-13IMAGE109-13,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 116-3IMAGE116-3,1,$0.30,$0.30,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 116-4IMAGE116-4,1,$0.20,$0.20,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 116-9IMAGE116-9,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 116-10IMAGE116-10,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 116-13IMAGE116-13,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 116-14IMAGE116-14,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 116-16IMAGE116-16,1,$0.30,$0.30,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 120-7IMAGE120-7,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 120-8IMAGE120-8,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 120-11IMAGE120-11,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 120-12IMAGE120-12,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 123-12IMAGE123-12,1,$3,$3,$0
